Date and time,Sensor 1,Sensor 3,Sensor 4,Sensor 7,Sensor 9,Sensor 3 Missing,Mode 1,Mode 2,Mode 3,Mode ?,Label
2015-03-14 09:26:59,-0.3312828290532197,0.681506249483979,0.5689543397077387,0.2244216905333669,-0.4475879738467584,0,0,0,1,0,P
2015-03-17 01:39:22,-1.0082626479005732,1.4050037530315969,1.036206349655694,1.3566942350497455,0.9457037564514895,0,0,1,0,0,P
2015-03-17 04:28:02,-2.5263584359924947,1.3096516415715647,0.6738325118074634,1.0439075640761721,0.028896964503658213,0,1,0,0,0,N
2015-03-17 04:54:44,-0.9204943562963456,-0.3091155788655566,-0.5033196067463314,0.33774991323584685,0.36103482085682215,0,0,0,1,0,N
2015-03-17 04:58:11,-0.142428856176009,-1.354170242409119,-1.281522734850219,-0.5129428656282835,0.9332018870710631,0,0,0,0,1,N
2015-03-17 06:46:47,1.0820008806946917,-0.6214764353162684,-0.24239656443119076,-1.7195825741406796,-1.522347805976881,0,1,0,0,0,N
2015-03-17 07:57:27,2.663479000308082,-7.909432886400496e-15,1.4933620701271098,1.1379490994259835,0.33920970364762554,1,1,0,0,0,P
2015-03-17 10:04:00,1.3165677700077751,-1.828496364330771,-1.3068845915572527,-2.2638236942254437,-0.17569053912187338,0,0,0,1,0,L
2015-03-17 11:25:55,0.5987141302924377,1.1403077571649298,1.313766583568976,-1.291355536370585,0.8278715113727091,0,1,0,0,0,P
2015-03-17 11:56:27,0.6206703835382744,2.3061254780425133,2.2525522274631116,0.9198751920239496,-0.040601401213915984,0,0,0,0,1,P
2015-03-17 18:43:43,0.6173593788556268,1.3052570379075195,1.4310413091789052,-0.7513372843859865,0.5628476749004735,0,0,1,0,0,L
2015-03-17 20:31:14,0.2139789418373185,1.5663481967713961,1.5830594540710496,-0.5198373924614769,1.033301888844953,0,0,0,1,0,P
2015-03-17 21:25:17,0.19916422063816758,-0.8386195220586048,-0.7661779700583111,0.033311465759026125,0.5957956895030427,0,1,0,0,0,P
2015-03-17 21:27:29,-0.2942463082512583,0.8559734397833434,0.7500761303360514,0.13945972395715525,0.4488972055914172,0,0,0,1,0,P
2015-03-17 22:42:53,0.1620596906204457,-1.1131611399368457,-1.057827531721851,0.29866578024331225,0.4980132111347079,0,0,0,0,1,N
2015-03-18 03:38:17,-1.084417448776966,-7.909432886400496e-15,-0.5181214155946419,0.11249982823057174,-0.4215454500207683,1,0,0,1,0,N
2015-03-18 07:58:21,-0.4721984885008331,0.5352182593351683,0.5678078571212748,-1.8084810244206215,0.07409930175329504,0,0,0,1,0,L
2015-03-18 09:49:33,0.2260072605617006,1.106028220200507,1.036508129474609,0.8055770492746988,-0.4891727876678025,0,1,0,0,0,P
2015-03-18 12:09:57,0.5457451102679752,0.7314997004300748,0.7593187338318275,0.5775511657558741,-0.8610927708941767,0,0,0,1,0,P
2015-03-18 15:42:41,0.9674519144643714,-0.46503343003085595,-0.19905452575049193,-0.6937470390320589,0.42241274250525895,0,1,0,0,0,N
2015-03-18 16:38:48,-0.08500932436001543,-0.5321391704645061,-0.4512270762187488,-0.9107331590902771,0.37730912021064256,0,0,1,0,0,P
2015-03-18 20:03:35,-0.6373488510202187,0.007194110891430261,-0.10407613533824615,-0.16633585420492275,-0.06329369133567629,0,0,0,1,0,P
2015-03-18 21:01:16,0.43879172931321486,0.9560519383243914,1.1016052647568328,-1.235081239152344,0.7516772343215221,0,0,1,0,0,L
2015-03-18 22:34:43,-0.033594357245067936,-1.8256772230270641,-1.807295325831354,0.6589856339482232,0.7441111126921145,0,1,0,0,0,N
2015-03-19 00:54:06,-0.8907952115067871,1.5561626494185088,1.3179227233076152,-0.037860973788160335,-0.8798562058061262,0,0,1,0,0,P
2015-03-19 01:18:40,-0.3097605931262195,0.37130300298411867,0.31900120435421947,-0.2966435947588718,-0.029861214107699412,0,0,0,1,0,P
2015-03-19 06:46:45,0.26228269897815953,0.17144318614053614,0.2041800188534229,0.13606476711213888,0.7910113471681016,0,0,0,1,0,P
2015-03-19 09:59:51,0.8878938308407928,-2.149678995806945,-1.849789012314135,-0.40885562835921185,1.1420159094630824,0,0,0,1,0,N
2015-03-19 10:12:19,-0.5534364844124714,0.25940650125944503,0.129316165729456,0.13092736239393477,-1.4252153276200652,0,1,0,0,0,L
2015-03-19 12:32:24,0.09866917541741173,0.9885443228955619,0.9299158480034472,0.43036899385625593,2.014645481001873,0,0,0,1,0,P
2015-03-19 18:22:23,-0.7810822366892798,-1.7601856190943814,-1.8002202032489212,-0.44714924574505704,0.37174615282234064,0,0,1,0,0,P
2015-03-19 23:21:13,-1.9739032090067228,1.5588779811868445,1.1534204385764275,-0.5830114235019369,-0.11729532780666758,0,1,0,0,0,L
2015-03-20 00:02:07,0.1801298239067887,-0.12456868622976204,-0.11846920798530862,0.4215895369956151,-0.5992308503658245,0,1,0,0,0,P
2015-03-20 05:22:58,-0.001232411791956845,0.4825257604694228,0.5206356009063662,-0.7232346912494938,-1.3884690652866352,0,1,0,0,0,L
2015-03-20 05:25:37,0.7606192397776081,-7.909432886400496e-15,-0.6792496615876532,-0.08824995331899363,1.4042119421468884,1,0,0,1,0,P
2015-03-20 07:17:40,1.0479542256229488,-0.8959264565456524,-0.503773539739063,-1.8157674955186887,-1.2554574975089527,0,1,0,0,0,L
2015-03-20 07:18:02,2.117639574377454,-0.07847114608171309,0.2896743819147617,0.6010181185712228,-0.4051602861790018,0,1,0,0,0,P
2015-03-20 15:54:47,0.8645836015898981,-1.8739608698611643,-1.6201331664927217,-0.04721367280431101,-1.6967589071984923,0,0,1,0,0,N
2015-03-20 17:30:15,0.4048494867303988,-1.7112221215776546,-1.5172124926974555,-0.5002595870859851,-2.0265670906131756,0,1,0,0,0,P
2015-03-20 17:48:19,-0.616108811009238,-0.2504611558997698,-0.3636587138065784,0.04395171115253917,0.26115806675043984,0,0,0,1,0,P
2015-03-20 20:21:43,0.20325803679185112,-7.909432886400496e-15,1.5502011059367535,-0.5764420968015557,-1.0189774699537621,1,1,0,0,0,P
2015-03-20 23:12:15,-2.380950781953695,1.164460775727951,0.574922000536108,0.9023290590939135,-2.2819153428017986,0,0,0,0,1,N
2015-03-24 01:52:58,-0.9209450231742274,-0.2699814195117179,-0.4922346023654033,0.6587593666069071,0.7326799209007552,0,0,1,0,0,P
2015-03-24 04:21:31,-0.7332754265565476,0.41312603285217897,0.24597862921375357,0.073042685478713,0.6034559700126236,0,1,0,0,0,P
2015-03-24 07:16:13,-1.2512782007433414,-1.1754712869325656,-1.4131175444998465,0.5358365565798824,-0.38527757554628306,0,0,0,1,0,P
2015-03-24 07:48:25,1.2472866972537664,-2.5607220107739086,-2.1480920469898646,-0.711082998950496,0.9287551580202994,0,1,0,0,0,N
2015-03-24 08:54:09,-0.21663452986046045,1.406192473985651,1.2919806071720266,0.13598003519980503,1.9693550596385259,0,0,0,1,0,L
